Full Name,Email Address,Department,Phone Number,Address
Lucía Gómez,lucía.gómez463@systech.br,Administração,(41) 9405-141,"Rua Juscelino Kubitschek 59, Curitiba/PR"
Laura Díaz,laura.díaz464@systech.br,Lider,(41) 9405-235,"Rua Zumbi dos Palmares 68, Curitiba/PR"
Carlos Díaz,carlos.díaz465@systech.br,TI,(41) 9723-619,"Rua Juscelino Kubitschek 100, Curitiba/PR"
María Martín,maría.martín466@systech.br,Administração,(41) 9976-759,"Rua Machado de Assis 1, Curitiba/PR"
Laura Martínez,laura.martínez467@systech.br,Administração,(41) 9267-960,"Rua Dom Pedro II 6, Curitiba/PR"
Laura Gómez,laura.gómez468@systech.br,TI,(41) 9290-153,"Rua Juscelino Kubitschek 25, Curitiba/PR"
Sofía Fernández,sofía.fernández469@systech.br,TI,(41) 9228-540,"Rua Princesa Isabel 38, Curitiba/PR"
Laura López,laura.lópez470@systech.br,Administração,(41) 9577-297,"Rua Dom Pedro II 81, Curitiba/PR"
Laura Martínez,laura.martínez471@systech.br,Coordinador,(41) 9248-503,"Rua Princesa Isabel 21, Curitiba/PR"
Juan Martínez,juan.martínez472@systech.br,Gestor,(41) 9463-985,"Rua Juscelino Kubitschek 16, Curitiba/PR"
Carlos Martínez,carlos.martínez473@systech.br,Gestor,(41) 9196-944,"Rua Machado de Assis 33, Curitiba/PR"
Laura Pérez,laura.pérez474@systech.br,TI,(41) 9429-798,"Rua Dom Pedro II 74, Curitiba/PR"
Ana López,ana.lópez475@systech.br,Vendas,(41) 9573-978,"Rua Zumbi dos Palmares 21, Curitiba/PR"
Luis Martín,luis.martín476@systech.br,Administração,(41) 9233-708,"Rua Getúlio Vargas 58, Curitiba/PR"
Carlos Rodríguez,carlos.rodríguez477@systech.br,Vendas,(41) 9723-951,"Rua Machado de Assis 58, Curitiba/PR"
Lucía Sánchez,lucía.sánchez478@systech.br,Compras,(41) 9986-104,"Rua Getúlio Vargas 7, Curitiba/PR"
Luis Martín,luis.martín479@systech.br,Coordinador,(41) 9577-118,"Rua Oscar Niemeyer 45, Curitiba/PR"
María Martínez,maría.martínez480@systech.br,Gestor,(41) 9189-809,"Rua Machado de Assis 14, Curitiba/PR"
Pedro Martín,pedro.martín481@systech.br,Compras,(41) 9999-973,"Rua Dom Pedro II 3, Curitiba/PR"
Miguel Sánchez,miguel.sánchez482@systech.br,Lider,(41) 9973-545,"Rua Tiradentes 61, Curitiba/PR"
Luis López,luis.lópez483@systech.br,Lider,(41) 9816-434,"Rua Machado de Assis 72, Curitiba/PR"
Lucía Sánchez,lucía.sánchez484@systech.br,CEO,(41) 9477-954,"Rua Getúlio Vargas 20, Curitiba/PR"
Luis Martín,luis.martín485@systech.br,Administração,(41) 9779-114,"Rua Dom Pedro I 61, Curitiba/PR"
Lucía Rodríguez,lucía.rodríguez486@systech.br,CEO,(41) 9364-235,"Rua Dom Pedro II 97, Curitiba/PR"
Lucía González,lucía.gonzález487@systech.br,Vendas,(41) 9414-769,"Rua Tiradentes 66, Curitiba/PR"
Luis Martín,luis.martín488@systech.br,CEO,(41) 9369-315,"Rua Machado de Assis 54, Curitiba/PR"
Laura Rodríguez,laura.rodríguez489@systech.br,Gerente,(41) 9388-238,"Rua Dom Pedro I 73, Curitiba/PR"
Lucía López,lucía.lópez490@systech.br,Gerente,(41) 9293-785,"Rua Juscelino Kubitschek 47, Curitiba/PR"
Miguel Rodríguez,miguel.rodríguez491@systech.br,Compras,(41) 9523-711,"Rua Dom Pedro II 27, Curitiba/PR"
Juan Díaz,juan.díaz492@systech.br,Administração,(41) 9329-131,"Rua Dom Pedro I 46, Curitiba/PR"
Lucía Gómez,lucía.gómez493@systech.br,Compras,(41) 9209-122,"Rua Princesa Isabel 53, Curitiba/PR"
Sofía Gómez,sofía.gómez494@systech.br,Coordinador,(41) 9105-284,"Rua Oscar Niemeyer 37, Curitiba/PR"
María Gómez,maría.gómez495@systech.br,CEO,(41) 9113-275,"Rua Chico Mendes 65, Curitiba/PR"
Pedro Martínez,pedro.martínez496@systech.br,Lider,(41) 9851-247,"Rua Chico Mendes 1, Curitiba/PR"
Ana Sánchez,ana.sánchez497@systech.br,CEO,(41) 9359-697,"Rua Tiradentes 15, Curitiba/PR"
Juan Díaz,juan.díaz498@systech.br,Coordinador,(41) 9610-469,"Rua Chico Mendes 99, Curitiba/PR"
Pedro Martínez,pedro.martínez499@systech.br,CEO,(41) 9622-458,"Rua Princesa Isabel 89, Curitiba/PR"
Ana Díaz,ana.díaz500@systech.br,Lider,(41) 9648-600,"Rua Juscelino Kubitschek 19, Curitiba/PR"
Luis Gómez,luis.gómez501@systech.br,Gestor,(41) 9417-994,"Rua Getúlio Vargas 41, Curitiba/PR"
Juan López,juan.lópez502@systech.br,Administração,(41) 9896-435,"Rua Chico Mendes 88, Curitiba/PR"
Luis Fernández,luis.fernández503@systech.br,Coordinador,(41) 9705-562,"Rua Chico Mendes 43, Curitiba/PR"
Pedro Gómez,pedro.gómez504@systech.br,Gerente,(41) 9441-409,"Rua Dom Pedro I 40, Curitiba/PR"
Sofía Rodríguez,sofía.rodríguez505@systech.br,TI,(41) 9509-163,"Rua Machado de Assis 12, Curitiba/PR"
María Sánchez,maría.sánchez506@systech.br,TI,(41) 9530-639,"Rua Zumbi dos Palmares 41, Curitiba/PR"
Juan González,juan.gonzález507@systech.br,Gestor,(41) 9170-490,"Rua Zumbi dos Palmares 34, Curitiba/PR"
Luis Díaz,luis.díaz508@systech.br,Lider,(41) 9186-292,"Rua Dom Pedro II 70, Curitiba/PR"
Pedro Díaz,pedro.díaz509@systech.br,Lider,(41) 9468-573,"Rua Dom Pedro II 33, Curitiba/PR"
Lucía Martín,lucía.martín510@systech.br,TI,(41) 9611-802,"Rua Princesa Isabel 87, Curitiba/PR"
Luis Díaz,luis.díaz511@systech.br,Compras,(41) 9580-398,"Rua Princesa Isabel 89, Curitiba/PR"
Miguel Sánchez,miguel.sánchez512@systech.br,Lider,(41) 9696-128,"Rua Tiradentes 65, Curitiba/PR"
Laura Sánchez,laura.sánchez513@systech.br,Compras,(41) 9167-785,"Rua Getúlio Vargas 34, Curitiba/PR"
Sofía Martínez,sofía.martínez514@systech.br,Gestor,(41) 9921-694,"Rua Tiradentes 88, Curitiba/PR"
Carlos Martínez,carlos.martínez515@systech.br,CEO,(41) 9380-759,"Rua Juscelino Kubitschek 72, Curitiba/PR"
Ana Fernández,ana.fernández516@systech.br,Lider,(41) 9896-826,"Rua Getúlio Vargas 66, Curitiba/PR"
Luis Rodríguez,luis.rodríguez517@systech.br,Compras,(41) 9792-196,"Rua Dom Pedro II 44, Curitiba/PR"
Ana Sánchez,ana.sánchez518@systech.br,Gestor,(41) 9314-420,"Rua Machado de Assis 43, Curitiba/PR"
Miguel González,miguel.gonzález519@systech.br,CEO,(41) 9332-470,"Rua Tiradentes 74, Curitiba/PR"
Juan Martín,juan.martín520@systech.br,Administração,(41) 9433-726,"Rua Juscelino Kubitschek 16, Curitiba/PR"
María Pérez,maría.pérez521@systech.br,Lider,(41) 9860-222,"Rua Getúlio Vargas 55, Curitiba/PR"
Pedro Díaz,pedro.díaz522@systech.br,Compras,(41) 9806-537,"Rua Oscar Niemeyer 92, Curitiba/PR"
Juan Sánchez,juan.sánchez523@systech.br,Coordinador,(41) 9263-357,"Rua Getúlio Vargas 91, Curitiba/PR"
Miguel Gómez,miguel.gómez524@systech.br,CEO,(41) 9699-388,"Rua Zumbi dos Palmares 8, Curitiba/PR"
Luis Martín,luis.martín525@systech.br,Gerente,(41) 9190-648,"Rua Juscelino Kubitschek 83, Curitiba/PR"
Sofía Pérez,sofía.pérez526@systech.br,CEO,(41) 9223-803,"Rua Princesa Isabel 40, Curitiba/PR"
Laura Fernández,laura.fernández527@systech.br,Coordinador,(41) 9332-871,"Rua Juscelino Kubitschek 30, Curitiba/PR"
Sofía Sánchez,sofía.sánchez528@systech.br,Administração,(41) 9467-191,"Rua Dom Pedro II 11, Curitiba/PR"
Luis Rodríguez,luis.rodríguez529@systech.br,Coordinador,(41) 9530-474,"Rua Oscar Niemeyer 84, Curitiba/PR"
Ana López,ana.lópez530@systech.br,Gestor,(41) 9262-192,"Rua Princesa Isabel 86, Curitiba/PR"
Laura Sánchez,laura.sánchez531@systech.br,Compras,(41) 9112-797,"Rua Getúlio Vargas 85, Curitiba/PR"
Lucía Martín,lucía.martín532@systech.br,Lider,(41) 9212-619,"Rua Chico Mendes 61, Curitiba/PR"
Ana Díaz,ana.díaz533@systech.br,Gestor,(41) 9616-595,"Rua Dom Pedro II 51, Curitiba/PR"
Sofía González,sofía.gonzález534@systech.br,Gestor,(41) 9129-885,"Rua Tiradentes 15, Curitiba/PR"
Pedro Martín,pedro.martín535@systech.br,Coordinador,(41) 9231-459,"Rua Dom Pedro I 47, Curitiba/PR"
María Martín,maría.martín536@systech.br,CEO,(41) 9349-634,"Rua Juscelino Kubitschek 90, Curitiba/PR"
Juan Martín,juan.martín537@systech.br,Gestor,(41) 9850-750,"Rua Getúlio Vargas 11, Curitiba/PR"
Lucía Díaz,lucía.díaz538@systech.br,CEO,(41) 9693-109,"Rua Tiradentes 15, Curitiba/PR"
Laura Rodríguez,laura.rodríguez539@systech.br,Vendas,(41) 9231-628,"Rua Oscar Niemeyer 44, Curitiba/PR"
Ana Gómez,ana.gómez540@systech.br,Gestor,(41) 9528-785,"Rua Juscelino Kubitschek 90, Curitiba/PR"
Luis Martínez,luis.martínez541@systech.br,Gerente,(41) 9783-650,"Rua Princesa Isabel 98, Curitiba/PR"
Sofía Martín,sofía.martín542@systech.br,Compras,(41) 9226-758,"Rua Juscelino Kubitschek 50, Curitiba/PR"
Luis Martínez,luis.martínez543@systech.br,Compras,(41) 9265-752,"Rua Getúlio Vargas 38, Curitiba/PR"
Pedro Martín,pedro.martín544@systech.br,Lider,(41) 9218-522,"Rua Tiradentes 76, Curitiba/PR"
Pedro Gómez,pedro.gómez545@systech.br,Coordinador,(41) 9742-284,"Rua Tiradentes 69, Curitiba/PR"
María Gómez,maría.gómez546@systech.br,CEO,(41) 9254-515,"Rua Dom Pedro II 64, Curitiba/PR"
Luis González,luis.gonzález547@systech.br,TI,(41) 9906-954,"Rua Getúlio Vargas 40, Curitiba/PR"
Juan Gómez,juan.gómez548@systech.br,CEO,(41) 9196-489,"Rua Tiradentes 23, Curitiba/PR"
Lucía Martínez,lucía.martínez549@systech.br,Administração,(41) 9915-670,"Rua Dom Pedro I 65, Curitiba/PR"
Miguel Fernández,miguel.fernández550@systech.br,Compras,(41) 9516-468,"Rua Chico Mendes 35, Curitiba/PR"
Carlos Gómez,carlos.gómez551@systech.br,Gestor,(41) 9923-392,"Rua Dom Pedro I 5, Curitiba/PR"
Ana Gómez,ana.gómez552@systech.br,Administração,(41) 9513-956,"Rua Dom Pedro II 78, Curitiba/PR"
Juan Martín,juan.martín553@systech.br,Gerente,(41) 9686-114,"Rua Tiradentes 34, Curitiba/PR"
Luis Sánchez,luis.sánchez554@systech.br,Vendas,(41) 9470-422,"Rua Juscelino Kubitschek 12, Curitiba/PR"
Laura Díaz,laura.díaz555@systech.br,Administração,(41) 9619-338,"Rua Juscelino Kubitschek 51, Curitiba/PR"
Carlos Martínez,carlos.martínez556@systech.br,Coordinador,(41) 9395-749,"Rua Juscelino Kubitschek 76, Curitiba/PR"
Miguel Martínez,miguel.martínez557@systech.br,Coordinador,(41) 9828-413,"Rua Dom Pedro I 89, Curitiba/PR"
Laura González,laura.gonzález558@systech.br,Gerente,(41) 9987-418,"Rua Oscar Niemeyer 81, Curitiba/PR"
Miguel Díaz,miguel.díaz559@systech.br,TI,(41) 9213-577,"Rua Machado de Assis 4, Curitiba/PR"
Juan Martín,juan.martín560@systech.br,Administração,(41) 9288-450,"Rua Tiradentes 57, Curitiba/PR"
Laura Díaz,laura.díaz561@systech.br,CEO,(41) 9156-715,"Rua Tiradentes 1, Curitiba/PR"
Lucía Fernández,lucía.fernández562@systech.br,Administração,(41) 9247-964,"Rua Getúlio Vargas 18, Curitiba/PR"
Laura González,laura.gonzález563@systech.br,CEO,(41) 9527-227,"Rua Princesa Isabel 91, Curitiba/PR"
Laura Díaz,laura.díaz564@systech.br,Gestor,(41) 9435-881,"Rua Zumbi dos Palmares 49, Curitiba/PR"
María Gómez,maría.gómez565@systech.br,Vendas,(41) 9157-111,"Rua Zumbi dos Palmares 73, Curitiba/PR"
Miguel González,miguel.gonzález566@systech.br,Gestor,(41) 9402-781,"Rua Zumbi dos Palmares 6, Curitiba/PR"
Lucía Fernández,lucía.fernández567@systech.br,Coordinador,(41) 9196-637,"Rua Dom Pedro II 56, Curitiba/PR"
Miguel Gómez,miguel.gómez568@systech.br,Compras,(41) 9995-295,"Rua Dom Pedro II 95, Curitiba/PR"
Ana Martínez,ana.martínez569@systech.br,Administração,(41) 9515-836,"Rua Getúlio Vargas 94, Curitiba/PR"
Sofía Martínez,sofía.martínez570@systech.br,Gerente,(41) 9932-692,"Rua Getúlio Vargas 30, Curitiba/PR"
Luis Martínez,luis.martínez571@systech.br,Coordinador,(41) 9412-618,"Rua Zumbi dos Palmares 14, Curitiba/PR"
María Martínez,maría.martínez572@systech.br,Vendas,(41) 9446-325,"Rua Tiradentes 99, Curitiba/PR"
Pedro Martín,pedro.martín573@systech.br,Compras,(41) 9302-310,"Rua Juscelino Kubitschek 43, Curitiba/PR"
María Pérez,maría.pérez574@systech.br,Compras,(41) 9869-529,"Rua Dom Pedro II 68, Curitiba/PR"
Pedro Rodríguez,pedro.rodríguez575@systech.br,TI,(41) 9717-632,"Rua Zumbi dos Palmares 44, Curitiba/PR"
Sofía Martín,sofía.martín576@systech.br,Gestor,(41) 9871-318,"Rua Dom Pedro II 38, Curitiba/PR"
Pedro Martínez,pedro.martínez577@systech.br,Gestor,(41) 9644-706,"Rua Oscar Niemeyer 83, Curitiba/PR"
Sofía López,sofía.lópez578@systech.br,Lider,(41) 9198-342,"Rua Juscelino Kubitschek 33, Curitiba/PR"
Luis Fernández,luis.fernández579@systech.br,Administração,(41) 9118-896,"Rua Tiradentes 91, Curitiba/PR"
Pedro Martín,pedro.martín580@systech.br,Compras,(41) 9520-368,"Rua Oscar Niemeyer 32, Curitiba/PR"
Laura Martín,laura.martín581@systech.br,Administração,(41) 9575-442,"Rua Zumbi dos Palmares 1, Curitiba/PR"
Lucía Gómez,lucía.gómez582@systech.br,CEO,(41) 9883-797,"Rua Dom Pedro II 73, Curitiba/PR"
Carlos Martín,carlos.martín583@systech.br,TI,(41) 9764-307,"Rua Princesa Isabel 26, Curitiba/PR"
Pedro Gómez,pedro.gómez584@systech.br,Administração,(41) 9873-400,"Rua Machado de Assis 41, Curitiba/PR"
Carlos Pérez,carlos.pérez585@systech.br,Compras,(41) 9956-853,"Rua Dom Pedro I 8, Curitiba/PR"
Sofía Rodríguez,sofía.rodríguez586@systech.br,TI,(41) 9625-231,"Rua Getúlio Vargas 20, Curitiba/PR"
Miguel Gómez,miguel.gómez587@systech.br,TI,(41) 9515-209,"Rua Getúlio Vargas 57, Curitiba/PR"
Sofía Rodríguez,sofía.rodríguez588@systech.br,TI,(41) 9525-519,"Rua Princesa Isabel 26, Curitiba/PR"
María Martínez,maría.martínez589@systech.br,Gestor,(41) 9297-617,"Rua Machado de Assis 48, Curitiba/PR"
Pedro Díaz,pedro.díaz590@systech.br,CEO,(41) 9202-234,"Rua Getúlio Vargas 41, Curitiba/PR"
María Fernández,maría.fernández591@systech.br,Compras,(41) 9233-206,"Rua Chico Mendes 55, Curitiba/PR"
Ana Gómez,ana.gómez592@systech.br,Administração,(41) 9662-337,"Rua Zumbi dos Palmares 49, Curitiba/PR"
María López,maría.lópez593@systech.br,Gestor,(41) 9250-483,"Rua Tiradentes 15, Curitiba/PR"
Ana González,ana.gonzález594@systech.br,Vendas,(41) 9823-737,"Rua Dom Pedro II 64, Curitiba/PR"
Ana Pérez,ana.pérez595@systech.br,Vendas,(41) 9616-255,"Rua Chico Mendes 44, Curitiba/PR"
Ana Martín,ana.martín596@systech.br,Administração,(41) 9270-893,"Rua Machado de Assis 22, Curitiba/PR"
Sofía Martín,sofía.martín597@systech.br,Administração,(41) 9185-372,"Rua Princesa Isabel 85, Curitiba/PR"
Sofía Martínez,sofía.martínez598@systech.br,Administração,(41) 9323-874,"Rua Dom Pedro II 63, Curitiba/PR"
Pedro Díaz,pedro.díaz599@systech.br,Coordinador,(41) 9887-822,"Rua Princesa Isabel 9, Curitiba/PR"
Miguel Gómez,miguel.gómez600@systech.br,TI,(41) 9187-799,"Rua Getúlio Vargas 10, Curitiba/PR"
Laura González,laura.gonzález601@systech.br,Lider,(41) 9157-213,"Rua Tiradentes 80, Curitiba/PR"
Miguel Martínez,miguel.martínez602@systech.br,Vendas,(41) 9776-574,"Rua Oscar Niemeyer 69, Curitiba/PR"
Carlos Martínez,carlos.martínez603@systech.br,Lider,(41) 9777-591,"Rua Dom Pedro I 24, Curitiba/PR"
Luis Pérez,luis.pérez604@systech.br,TI,(41) 9266-164,"Rua Zumbi dos Palmares 66, Curitiba/PR"
Ana Díaz,ana.díaz605@systech.br,Vendas,(41) 9125-772,"Rua Dom Pedro I 92, Curitiba/PR"
María Sánchez,maría.sánchez606@systech.br,Vendas,(41) 9688-998,"Rua Getúlio Vargas 92, Curitiba/PR"
Miguel López,miguel.lópez607@systech.br,Gerente,(41) 9253-281,"Rua Princesa Isabel 62, Curitiba/PR"
Pedro Martín,pedro.martín608@systech.br,CEO,(41) 9954-338,"Rua Princesa Isabel 95, Curitiba/PR"
Juan Martínez,juan.martínez609@systech.br,Gestor,(41) 9413-739,"Rua Dom Pedro I 61, Curitiba/PR"
Pedro Fernández,pedro.fernández610@systech.br,Vendas,(41) 9640-951,"Rua Getúlio Vargas 59, Curitiba/PR"
María Martín,maría.martín611@systech.br,TI,(41) 9442-974,"Rua Princesa Isabel 39, Curitiba/PR"
Juan González,juan.gonzález612@systech.br,Compras,(41) 9755-384,"Rua Princesa Isabel 64, Curitiba/PR"
Carlos Sánchez,carlos.sánchez613@systech.br,TI,(41) 9532-939,"Rua Tiradentes 53, Curitiba/PR"
Luis Rodríguez,luis.rodríguez614@systech.br,Lider,(41) 9724-187,"Rua Zumbi dos Palmares 24, Curitiba/PR"
Laura Martín,laura.martín615@systech.br,Administração,(41) 9175-923,"Rua Dom Pedro II 1, Curitiba/PR"
Ana Díaz,ana.díaz616@systech.br,Gestor,(41) 9636-350,"Rua Juscelino Kubitschek 34, Curitiba/PR"
Pedro López,pedro.lópez617@systech.br,Coordinador,(41) 9249-260,"Rua Machado de Assis 44, Curitiba/PR"
Miguel Sánchez,miguel.sánchez618@systech.br,Gerente,(41) 9156-261,"Rua Dom Pedro I 30, Curitiba/PR"
Luis González,luis.gonzález619@systech.br,Coordinador,(41) 9955-541,"Rua Dom Pedro II 63, Curitiba/PR"
Laura Pérez,laura.pérez620@systech.br,Gestor,(41) 9136-413,"Rua Zumbi dos Palmares 14, Curitiba/PR"
Lucía Pérez,lucía.pérez621@systech.br,CEO,(41) 9857-131,"Rua Dom Pedro I 55, Curitiba/PR"
Carlos Pérez,carlos.pérez622@systech.br,TI,(41) 9588-877,"Rua Tiradentes 57, Curitiba/PR"
Lucía López,lucía.lópez623@systech.br,Gestor,(41) 9372-390,"Rua Princesa Isabel 10, Curitiba/PR"
Carlos Díaz,carlos.díaz624@systech.br,CEO,(41) 9575-637,"Rua Zumbi dos Palmares 7, Curitiba/PR"
Laura López,laura.lópez625@systech.br,CEO,(41) 9394-145,"Rua Getúlio Vargas 90, Curitiba/PR"
Lucía Pérez,lucía.pérez626@systech.br,Administração,(41) 9355-814,"Rua Tiradentes 43, Curitiba/PR"
Sofía Martínez,sofía.martínez627@systech.br,Compras,(41) 9651-474,"Rua Princesa Isabel 71, Curitiba/PR"
Laura Martínez,laura.martínez628@systech.br,Lider,(41) 9801-801,"Rua Princesa Isabel 90, Curitiba/PR"
Juan Martín,juan.martín629@systech.br,Compras,(41) 9891-424,"Rua Chico Mendes 75, Curitiba/PR"
Ana Pérez,ana.pérez630@systech.br,Gestor,(41) 9218-982,"Rua Princesa Isabel 41, Curitiba/PR"
Carlos Gómez,carlos.gómez631@systech.br,Vendas,(41) 9208-138,"Rua Princesa Isabel 91, Curitiba/PR"
María Gómez,maría.gómez632@systech.br,Administração,(41) 9996-462,"Rua Zumbi dos Palmares 61, Curitiba/PR"
Sofía López,sofía.lópez633@systech.br,Compras,(41) 9689-878,"Rua Zumbi dos Palmares 11, Curitiba/PR"
Carlos López,carlos.lópez634@systech.br,Compras,(41) 9430-466,"Rua Dom Pedro II 88, Curitiba/PR"
Pedro Gómez,pedro.gómez635@systech.br,TI,(41) 9749-978,"Rua Dom Pedro I 70, Curitiba/PR"
Pedro Martín,pedro.martín636@systech.br,Gerente,(41) 9747-116,"Rua Tiradentes 98, Curitiba/PR"
María Martínez,maría.martínez637@systech.br,Compras,(41) 9184-926,"Rua Dom Pedro I 31, Curitiba/PR"
Carlos González,carlos.gonzález638@systech.br,Coordinador,(41) 9654-233,"Rua Juscelino Kubitschek 12, Curitiba/PR"
Laura Rodríguez,laura.rodríguez639@systech.br,Lider,(41) 9468-353,"Rua Juscelino Kubitschek 77, Curitiba/PR"
Juan Pérez,juan.pérez640@systech.br,Gestor,(41) 9240-636,"Rua Dom Pedro II 52, Curitiba/PR"
Carlos Martín,carlos.martín641@systech.br,Lider,(41) 9982-926,"Rua Princesa Isabel 71, Curitiba/PR"
Juan Gómez,juan.gómez642@systech.br,Coordinador,(41) 9522-999,"Rua Dom Pedro II 99, Curitiba/PR"
Luis González,luis.gonzález643@systech.br,Compras,(41) 9103-338,"Rua Tiradentes 37, Curitiba/PR"
Laura Pérez,laura.pérez644@systech.br,Gerente,(41) 9841-393,"Rua Zumbi dos Palmares 16, Curitiba/PR"
Juan Sánchez,juan.sánchez645@systech.br,CEO,(41) 9766-708,"Rua Chico Mendes 95, Curitiba/PR"
Sofía Pérez,sofía.pérez646@systech.br,Lider,(41) 9876-810,"Rua Princesa Isabel 77, Curitiba/PR"
Luis Fernández,luis.fernández647@systech.br,Lider,(41) 9458-184,"Rua Chico Mendes 27, Curitiba/PR"
Pedro Sánchez,pedro.sánchez648@systech.br,Lider,(41) 9195-246,"Rua Getúlio Vargas 26, Curitiba/PR"
Miguel Díaz,miguel.díaz649@systech.br,Vendas,(41) 9178-447,"Rua Machado de Assis 7, Curitiba/PR"
Laura Martín,laura.martín650@systech.br,Gerente,(41) 9251-478,"Rua Machado de Assis 12, Curitiba/PR"
Ana Pérez,ana.pérez651@systech.br,Gestor,(41) 9483-448,"Rua Juscelino Kubitschek 12, Curitiba/PR"
Luis Pérez,luis.pérez652@systech.br,Gestor,(41) 9726-298,"Rua Getúlio Vargas 45, Curitiba/PR"
Sofía López,sofía.lópez653@systech.br,Vendas,(41) 9852-912,"Rua Machado de Assis 63, Curitiba/PR"
Ana Rodríguez,ana.rodríguez654@systech.br,Vendas,(41) 9372-733,"Rua Zumbi dos Palmares 39, Curitiba/PR"
María Díaz,maría.díaz655@systech.br,Compras,(41) 9323-250,"Rua Machado de Assis 1, Curitiba/PR"
Sofía Gómez,sofía.gómez656@systech.br,Vendas,(41) 9745-147,"Rua Getúlio Vargas 60, Curitiba/PR"
Ana López,ana.lópez657@systech.br,Gerente,(41) 9613-403,"Rua Juscelino Kubitschek 27, Curitiba/PR"
Laura Rodríguez,laura.rodríguez658@systech.br,Gerente,(41) 9676-861,"Rua Juscelino Kubitschek 95, Curitiba/PR"
Juan Díaz,juan.díaz659@systech.br,Gerente,(41) 9674-733,"Rua Princesa Isabel 26, Curitiba/PR"
Sofía Díaz,sofía.díaz660@systech.br,TI,(41) 9880-658,"Rua Juscelino Kubitschek 90, Curitiba/PR"
Juan Díaz,juan.díaz661@systech.br,Gerente,(41) 9829-918,"Rua Dom Pedro II 56, Curitiba/PR"
Juan Rodríguez,juan.rodríguez662@systech.br,Vendas,(41) 9375-149,"Rua Chico Mendes 88, Curitiba/PR"
Pedro Martínez,pedro.martínez663@systech.br,CEO,(41) 9824-812,"Rua Chico Mendes 92, Curitiba/PR"
Pedro González,pedro.gonzález664@systech.br,Gestor,(41) 9237-168,"Rua Dom Pedro II 17, Curitiba/PR"
Miguel Gómez,miguel.gómez665@systech.br,Vendas,(41) 9128-347,"Rua Princesa Isabel 16, Curitiba/PR"
María Martín,maría.martín666@systech.br,Vendas,(41) 9426-433,"Rua Oscar Niemeyer 80, Curitiba/PR"
Miguel Martínez,miguel.martínez667@systech.br,CEO,(41) 9171-228,"Rua Juscelino Kubitschek 6, Curitiba/PR"
Pedro Pérez,pedro.pérez668@systech.br,Vendas,(41) 9348-844,"Rua Chico Mendes 83, Curitiba/PR"
Pedro Fernández,pedro.fernández669@systech.br,Compras,(41) 9919-148,"Rua Dom Pedro II 4, Curitiba/PR"
Sofía Sánchez,sofía.sánchez670@systech.br,Gerente,(41) 9200-436,"Rua Machado de Assis 36, Curitiba/PR"
Ana Rodríguez,ana.rodríguez671@systech.br,Compras,(41) 9395-836,"Rua Chico Mendes 88, Curitiba/PR"
Lucía Martínez,lucía.martínez672@systech.br,Coordinador,(41) 9761-829,"Rua Zumbi dos Palmares 35, Curitiba/PR"
Laura González,laura.gonzález673@systech.br,TI,(41) 9513-221,"Rua Chico Mendes 93, Curitiba/PR"
Miguel Martínez,miguel.martínez674@systech.br,Administração,(41) 9221-140,"Rua Chico Mendes 92, Curitiba/PR"
María Sánchez,maría.sánchez675@systech.br,Gestor,(41) 9231-251,"Rua Machado de Assis 30, Curitiba/PR"
Laura Gómez,laura.gómez676@systech.br,Lider,(41) 9998-770,"Rua Zumbi dos Palmares 47, Curitiba/PR"
Miguel López,miguel.lópez677@systech.br,TI,(41) 9362-581,"Rua Dom Pedro I 49, Curitiba/PR"
Pedro Pérez,pedro.pérez678@systech.br,Gerente,(41) 9703-537,"Rua Dom Pedro I 98, Curitiba/PR"
Miguel Rodríguez,miguel.rodríguez679@systech.br,Gestor,(41) 9470-752,"Rua Zumbi dos Palmares 90, Curitiba/PR"
María Díaz,maría.díaz680@systech.br,Gerente,(41) 9130-369,"Rua Juscelino Kubitschek 27, Curitiba/PR"
María Rodríguez,maría.rodríguez681@systech.br,Lider,(41) 9229-346,"Rua Princesa Isabel 61, Curitiba/PR"
Pedro Sánchez,pedro.sánchez682@systech.br,Coordinador,(41) 9970-500,"Rua Princesa Isabel 6, Curitiba/PR"
Ana Díaz,ana.díaz683@systech.br,Administração,(41) 9279-578,"Rua Juscelino Kubitschek 5, Curitiba/PR"
María González,maría.gonzález684@systech.br,Gerente,(41) 9306-709,"Rua Dom Pedro II 97, Curitiba/PR"
Sofía Rodríguez,sofía.rodríguez685@systech.br,Lider,(41) 9782-533,"Rua Dom Pedro I 78, Curitiba/PR"
María Gómez,maría.gómez686@systech.br,Administração,(41) 9217-322,"Rua Dom Pedro I 17, Curitiba/PR"
Laura Martínez,laura.martínez687@systech.br,Compras,(41) 9305-502,"Rua Princesa Isabel 67, Curitiba/PR"
Lucía Díaz,lucía.díaz688@systech.br,Coordinador,(41) 9650-980,"Rua Dom Pedro I 3, Curitiba/PR"
Sofía López,sofía.lópez689@systech.br,Gestor,(41) 9895-293,"Rua Dom Pedro I 63, Curitiba/PR"
Sofía Sánchez,sofía.sánchez690@systech.br,Vendas,(41) 9816-643,"Rua Dom Pedro I 9, Curitiba/PR"
Sofía Gómez,sofía.gómez691@systech.br,Administração,(41) 9856-963,"Rua Oscar Niemeyer 30, Curitiba/PR"
Carlos López,carlos.lópez692@systech.br,Compras,(41) 9816-669,"Rua Zumbi dos Palmares 95, Curitiba/PR"
